Date,Sensor_Name,Company,Workshop_Number,Inventory_Number,Equipment_Name,Temperature,Humidity
2024-01-22 22:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1003,Pump_C,44.97,16.61
2024-01-22 23:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1001,Boiler_A,49.44,29.56
2024-01-23 00:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,63.42,34.94
2024-01-23 01:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1001,Boiler_A,55.19,15.92
2024-01-23 02:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1002,Furnace_B,27.53,48.56
2024-01-23 03:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1002,Furnace_B,44.34,44.8
2024-01-23 04:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1003,Pump_C,21.87,41.77
2024-01-23 05:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1002,Furnace_B,23.18,28.51
2024-01-23 06:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1002,Furnace_B,42.03,30.9
2024-01-23 07:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1003,Pump_C,43.12,29.69
2024-01-23 08:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1001,Boiler_A,68.94,26.3
2024-01-23 09:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1003,Pump_C,46.54,48.24
2024-01-23 10:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1001,Boiler_A,50.21,21.94
2024-01-23 11:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1003,Pump_C,39.66,30.42
2024-01-23 12:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1003,Pump_C,16.05,29.07
2024-01-23 13:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1003,Pump_C,53.09,15.38
2024-01-23 14:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1001,Boiler_A,30.33,18.43
2024-01-23 15:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1003,Pump_C,69.88,37.07
2024-01-23 16:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1003,Pump_C,17.43,23.67
2024-01-23 17:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1001,Boiler_A,15.31,47.48
2024-01-23 18:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1003,Pump_C,48.75,13.54
2024-01-23 19:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1002,Furnace_B,37.41,26.28
2024-01-23 20:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1003,Pump_C,49.76,33.08
2024-01-23 21:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1003,Pump_C,43.74,21.98
2024-01-23 22:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1002,Furnace_B,28.32,29.13
2024-01-23 23:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1001,Boiler_A,51.68,18.44
2024-01-24 00:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1003,Pump_C,66.11,26.2
2024-01-24 01:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1003,Pump_C,41.2,19.04
2024-01-24 02:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1001,Boiler_A,48.19,24.31
2024-01-24 03:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1003,Pump_C,63.88,30.12
2024-01-24 04:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1002,Furnace_B,18.95,37.3
2024-01-24 05:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1001,Boiler_A,59.22,32.1
2024-01-24 06:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1003,Pump_C,54.64,26.06
2024-01-24 07:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_2,EQ-1002,Furnace_B,60.31,38.87
2024-01-24 08:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1001,Boiler_A,15.01,30.45
2024-01-24 09:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1002,Furnace_B,64.26,33.33
2024-01-24 10:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1001,Boiler_A,19.55,47.24
2024-01-24 11:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1003,Pump_C,46.07,44.66
2024-01-24 12:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,38.23,25.09
2024-01-24 13:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1002,Furnace_B,17.33,32.59
2024-01-24 14:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1002,Furnace_B,22.65,20.17
2024-01-24 15:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1001,Boiler_A,30.31,15.18
2024-01-24 16:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1001,Boiler_A,20.8,41.27
2024-01-24 17:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1001,Boiler_A,42.42,25.4
2024-01-24 18:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1002,Furnace_B,49.89,40.83
2024-01-24 19:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1001,Boiler_A,37.91,42.89
2024-01-24 20:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1001,Boiler_A,62.84,39.22
2024-01-24 21:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1003,Pump_C,48.43,21.81
2024-01-24 22:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1002,Furnace_B,50.47,25.81
2024-01-24 23:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1001,Boiler_A,30.81,24.71
2024-01-25 00:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1002,Furnace_B,43.37,20.7
2024-01-25 01:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1001,Boiler_A,35.85,23.49
2024-01-25 02:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1002,Furnace_B,16.73,39.45
2024-01-25 03:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1001,Boiler_A,40.53,48.54
2024-01-25 04:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1003,Pump_C,57.57,40.92
2024-01-25 05:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_2,EQ-1001,Boiler_A,19.2,25.3
2024-01-25 06:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,38.95,23.28
2024-01-25 07:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1002,Furnace_B,27.28,35.67
2024-01-25 08:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,63.36,37.02
2024-01-25 09:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1001,Boiler_A,31.01,18.28
2024-01-25 10:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1001,Boiler_A,66.56,34.13
2024-01-25 11:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1002,Furnace_B,47.02,49.61
2024-01-25 12:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1003,Pump_C,67.95,13.02
2024-01-25 13:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1002,Furnace_B,25.77,15.63
2024-01-25 14:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1003,Pump_C,46.81,15.88
2024-01-25 15:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1003,Pump_C,29.29,23.81
2024-01-25 16:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1003,Pump_C,18.33,37.6
2024-01-25 17:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1001,Boiler_A,42.35,19.21
2024-01-25 18:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1002,Furnace_B,44.13,19.68
2024-01-25 19:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,19.19,20.99
2024-01-25 20:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1002,Furnace_B,45.06,27.31
2024-01-25 21:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_2,EQ-1002,Furnace_B,39.5,18.37
2024-01-25 22:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,58.62,44.15
2024-01-25 23:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1003,Pump_C,68.96,32.78
2024-01-26 00:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1002,Furnace_B,47.65,12.92
2024-01-26 01:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1002,Furnace_B,25.46,41.7
2024-01-26 02:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1001,Boiler_A,67.81,30.86
2024-01-26 03:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1001,Boiler_A,61.98,40.92
2024-01-26 04:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1003,Pump_C,51.66,16.51
2024-01-26 05:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1002,Furnace_B,48.17,43.42
2024-01-26 06:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1003,Pump_C,17.53,42.32
2024-01-26 07:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1002,Furnace_B,38.58,11.17
2024-01-26 08:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1002,Furnace_B,64.58,16.15
2024-01-26 09:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1003,Pump_C,42.21,30.51
2024-01-26 10:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1001,Boiler_A,16.79,12.31
2024-01-26 11:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1002,Furnace_B,49.21,49.7
2024-01-26 12:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1002,Furnace_B,51.11,19.62
2024-01-26 13:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1003,Pump_C,42.83,18.83
2024-01-26 14:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1001,Boiler_A,24.64,44.67
2024-01-26 15:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1001,Boiler_A,54.55,32.53
2024-01-26 16:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1003,Pump_C,30.54,24.12
2024-01-26 17:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1002,Furnace_B,64.09,26.78
2024-01-26 18:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1002,Furnace_B,26.26,33.65
2024-01-26 19:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1002,Furnace_B,26.39,12.85
2024-01-26 20:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,40.3,13.8
2024-01-26 21:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,57.56,24.1
2024-01-26 22:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1001,Boiler_A,44.65,21.3
2024-01-26 23:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,22.03,40.62
2024-01-27 00:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1002,Furnace_B,34.92,38.93
2024-01-27 01:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1001,Boiler_A,31.72,19.22
2024-01-27 02:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1002,Furnace_B,55.24,35.63
2024-01-27 03:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1003,Pump_C,48.53,45.84
2024-01-27 04:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1003,Pump_C,24.99,24.84
2024-01-27 05:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1003,Pump_C,27.13,40.5
2024-01-27 06:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1003,Pump_C,37.8,40.15
2024-01-27 07:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1002,Furnace_B,47.11,48.09
2024-01-27 08:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1001,Boiler_A,48.09,21.86
2024-01-27 09:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1001,Boiler_A,20.64,30.55
2024-01-27 10:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1001,Boiler_A,39.68,16.36
2024-01-27 11:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1002,Furnace_B,65.65,37.78
2024-01-27 12:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1001,Boiler_A,30.07,42.28
2024-01-27 13:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1002,Furnace_B,33.46,49.14
2024-01-27 14:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1001,Boiler_A,54.99,32.48
2024-01-27 15:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,41.54,30.27
2024-01-27 16:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1003,Pump_C,61.14,10.46
2024-01-27 17:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1002,Furnace_B,39.07,19.4
2024-01-27 18:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1002,Furnace_B,45.05,48.68
2024-01-27 19:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1001,Boiler_A,54.51,44.51
2024-01-27 20:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1003,Pump_C,36.81,15.27
2024-01-27 21:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1003,Pump_C,32.41,42.66
2024-01-27 22:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1002,Furnace_B,49.37,32.87
2024-01-27 23:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1002,Furnace_B,28.61,16.51
2024-01-28 00:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1001,Boiler_A,31.87,24.12
2024-01-28 01:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1001,Boiler_A,55.3,26.18
2024-01-28 02:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1002,Furnace_B,19.62,23.34
2024-01-28 03:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1002,Furnace_B,26.3,25.26
2024-01-28 04:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1003,Pump_C,49.78,17.96
2024-01-28 05:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1001,Boiler_A,32.89,47.65
2024-01-28 06:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1002,Furnace_B,43.53,17.17
2024-01-28 07:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1002,Furnace_B,45.55,17.59
2024-01-28 08:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1001,Boiler_A,36.87,20.57
2024-01-28 09:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1003,Pump_C,29.77,21.5
2024-01-28 10:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1002,Furnace_B,48.2,13.08
2024-01-28 11:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1003,Pump_C,38.67,37.83
2024-01-28 12:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1002,Furnace_B,29.71,10.6
2024-01-28 13:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1003,Pump_C,52.18,38.27
2024-01-28 14:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1003,Pump_C,47.87,44.64
2024-01-28 15:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1001,Boiler_A,23.52,47.79
2024-01-28 16:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1003,Pump_C,57.48,35.01
2024-01-28 17:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1001,Boiler_A,15.85,33.32
2024-01-28 18:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1001,Boiler_A,27.13,39.03
2024-01-28 19:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1002,Furnace_B,20.6,10.33
2024-01-28 20:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1003,Pump_C,19.64,42.29
2024-01-28 21:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1003,Pump_C,54.79,10.36
2024-01-28 22:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1001,Boiler_A,28.31,38.56
2024-01-28 23:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,17.75,46.46
2024-01-29 00:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1002,Furnace_B,29.89,19.9
2024-01-29 01:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1003,Pump_C,26.84,33.88
2024-01-29 02:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1002,Furnace_B,63.67,25.33
2024-01-29 03:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,36.86,30.54
2024-01-29 04:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1003,Pump_C,57.39,27.1
2024-01-29 05:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1001,Boiler_A,33.35,44.61
2024-01-29 06:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1001,Boiler_A,16.93,41.49
2024-01-29 07:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1003,Pump_C,50.09,43.35
2024-01-29 08:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1003,Pump_C,18.52,42.99
2024-01-29 09:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_2,EQ-1001,Boiler_A,26.06,33.61
2024-01-29 10:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1002,Furnace_B,16.56,18.4
2024-01-29 11:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1002,Furnace_B,15.63,26.35
2024-01-29 12:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1001,Boiler_A,18.88,17.43
2024-01-29 13:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1003,Pump_C,59.78,37.41
2024-01-29 14:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,43.33,31.42
2024-01-29 15:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1002,Furnace_B,60.57,41.57
2024-01-29 16:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1001,Boiler_A,32.97,24.18
2024-01-29 17:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1001,Boiler_A,32.52,46.14
2024-01-29 18:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1003,Pump_C,34.19,30.86
2024-01-29 19:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1001,Boiler_A,33.96,28.47
2024-01-29 20:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1002,Furnace_B,31.28,28.37
2024-01-29 21:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1003,Pump_C,41.92,27.18
2024-01-29 22:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1001,Boiler_A,55.28,30.6
2024-01-29 23:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1002,Furnace_B,16.05,16.63
2024-01-30 00:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_2,EQ-1002,Furnace_B,34.48,14.21
2024-01-30 01:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1003,Pump_C,28.49,12.31
2024-01-30 02:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1002,Furnace_B,27.08,48.39
2024-01-30 03:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,56.46,44.86
2024-01-30 04:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1002,Furnace_B,24.44,30.0
2024-01-30 05:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1001,Boiler_A,49.73,31.3
2024-01-30 06:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1001,Boiler_A,33.55,15.71
2024-01-30 07:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1001,Boiler_A,36.55,45.83
2024-01-30 08:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1003,Pump_C,38.06,10.72
2024-01-30 09:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1003,Pump_C,41.08,32.43
2024-01-30 10:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1001,Boiler_A,55.22,37.89
2024-01-30 11:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1002,Furnace_B,61.38,29.4
2024-01-30 12:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1003,Pump_C,39.82,17.34
2024-01-30 13:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1003,Pump_C,40.65,13.03
2024-01-30 14:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1003,Pump_C,30.45,18.32
2024-01-30 15:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1001,Boiler_A,55.87,43.92
2024-01-30 16:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1002,Furnace_B,35.65,42.15
2024-01-30 17:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1002,Furnace_B,32.66,18.8
2024-01-30 18:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1003,Pump_C,35.33,28.57
2024-01-30 19:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1003,Pump_C,66.11,25.17
2024-01-30 20:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1001,Boiler_A,15.29,42.18
2024-01-30 21:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1001,Boiler_A,47.1,41.28
2024-01-30 22:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1002,Furnace_B,56.72,10.59
2024-01-30 23:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1003,Pump_C,51.44,23.88
2024-01-31 00:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1001,Boiler_A,29.2,34.22
2024-01-31 01:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1001,Boiler_A,44.79,40.33
2024-01-31 02:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1003,Pump_C,29.9,18.09
2024-01-31 03:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,62.38,44.75
2024-01-31 04:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,47.16,15.35
2024-01-31 05:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1002,Furnace_B,67.72,27.24
2024-01-31 06:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1003,Pump_C,50.02,39.93
2024-01-31 07:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1001,Boiler_A,60.43,28.52
2024-01-31 08:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1003,Pump_C,29.55,36.48
2024-01-31 09:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1003,Pump_C,25.32,13.54
2024-01-31 10:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1001,Boiler_A,29.28,11.35
2024-01-31 11:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1001,Boiler_A,49.65,44.32
2024-01-31 12:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1003,Pump_C,43.28,39.45
2024-01-31 13:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1002,Furnace_B,61.47,19.96
2024-01-31 14:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1003,Pump_C,69.94,23.07
2024-01-31 15:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,15.31,28.63
2024-01-31 16:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1001,Boiler_A,22.15,10.9
2024-01-31 17:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1002,Furnace_B,46.14,22.51
2024-01-31 18:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1002,Furnace_B,15.94,46.66
2024-01-31 19:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1003,Pump_C,15.29,47.54
2024-01-31 20:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1002,Furnace_B,36.48,12.77
2024-01-31 21:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1003,Pump_C,52.19,15.54
2024-01-31 22:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1003,Pump_C,66.1,23.68
2024-01-31 23:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1001,Boiler_A,69.76,49.24
2024-02-01 00:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1002,Furnace_B,47.62,12.13
2024-02-01 01:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1003,Pump_C,52.26,24.92
2024-02-01 02:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1001,Boiler_A,17.99,35.77
2024-02-01 03:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1002,Furnace_B,45.51,39.91
